taxiId,timestamp,longitude,latitude
2136,2136,2136,2136
1120,1120,1120,1120
763,763,763,763
2302,2302,2302,2302
1582,1582,1582,1582
987,987,987,987
1763,1763,1763,1763
2051,2051,2051,2051
4819,4819,4819,4819
1685,1685,1685,1685
1789,1789,1789,1789
966,966,966,966
1740,1740,1740,1740
1061,1061,1061,1061
1789,1789,1789,1789
255,255,255,255
1017,1017,1017,1017
1693,1693,1693,1693
1021,1021,1021,1021
2347,2347,2347,2347
1168,1168,1168,1168
1109,1109,1109,1109
1042,1042,1042,1042
1783,1783,1783,1783
1568,1568,1568,1568
1682,1682,1682,1682
961,961,961,961
342,342,342,342
2916,2916,2916,2916
1691,1691,1691,1691
808,808,808,808
1788,1788,1788,1788
991,991,991,991
921,921,921,921
1818,1818,1818,1818
1135,1135,1135,1135
946,946,946,946
1280,1280,1280,1280
11,11,11,11
1731,1731,1731,1731
912,912,912,912
827,827,827,827
1018,1018,1018,1018
1348,1348,1348,1348
1579,1579,1579,1579
5,5,5,5
775,775,775,775
1836,1836,1836,1836
4,4,4,4
1737,1737,1737,1737
1687,1687,1687,1687
1,1,1,1
1812,1812,1812,1812
4,4,4,4
1294,1294,1294,1294
5,5,5,5
1275,1275,1275,1275
4018,4018,4018,4018
1649,1649,1649,1649
1324,1324,1324,1324
1026,1026,1026,1026
1442,1442,1442,1442
3,3,3,3
1145,1145,1145,1145
2937,2937,2937,2937
954,954,954,954
5,5,5,5
879,879,879,879
8,8,8,8
790,790,790,790
23,23,23,23
5,5,5,5
1508,1508,1508,1508
1,1,1,1
1214,1214,1214,1214
3,3,3,3
1067,1067,1067,1067
1,1,1,1
1185,1185,1185,1185
699,699,699,699
5,5,5,5
499,499,499,499
1527,1527,1527,1527
1780,1780,1780,1780
729,729,729,729
1457,1457,1457,1457
4,4,4,4
1017,1017,1017,1017
1069,1069,1069,1069
1597,1597,1597,1597
595,595,595,595
1675,1675,1675,1675
1521,1521,1521,1521
1381,1381,1381,1381
1772,1772,1772,1772
1034,1034,1034,1034
729,729,729,729
606,606,606,606
800,800,800,800
1217,1217,1217,1217
476,476,476,476
1136,1136,1136,1136
3308,3308,3308,3308
479,479,479,479
1184,1184,1184,1184
1749,1749,1749,1749
1083,1083,1083,1083
1446,1446,1446,1446
2175,2175,2175,2175
1183,1183,1183,1183
437,437,437,437
298,298,298,298
572,572,572,572
569,569,569,569
459,459,459,459
1788,1788,1788,1788
892,892,892,892
1757,1757,1757,1757
738,738,738,738
745,745,745,745
925,925,925,925
742,742,742,742
479,479,479,479
408,408,408,408
640,640,640,640
553,553,553,553
1659,1659,1659,1659
620,620,620,620
2,2,2,2
527,527,527,527
1601,1601,1601,1601
1676,1676,1676,1676
1664,1664,1664,1664
1128,1128,1128,1128
1293,1293,1293,1293
537,537,537,537
739,739,739,739
571,571,571,571
855,855,855,855
1755,1755,1755,1755
336,336,336,336
8,8,8,8
3044,3044,3044,3044
1231,1231,1231,1231
798,798,798,798
395,395,395,395
1782,1782,1782,1782
1590,1590,1590,1590
997,997,997,997
1411,1411,1411,1411
1838,1838,1838,1838
784,784,784,784
734,734,734,734
669,669,669,669
636,636,636,636
522,522,522,522
623,623,623,623
1126,1126,1126,1126
2601,2601,2601,2601
1776,1776,1776,1776
1003,1003,1003,1003
908,908,908,908
1684,1684,1684,1684
494,494,494,494
101,101,101,101
714,714,714,714
624,624,624,624
700,700,700,700
6,6,6,6
2,2,2,2
2,2,2,2
6,6,6,6
138,138,138,138
6,6,6,6
2431,2431,2431,2431
0,0,0,0
4,4,4,4
1604,1604,1604,1604
379,379,379,379
526,526,526,526
734,734,734,734
6,6,6,6
1632,1632,1632,1632
900,900,900,900
905,905,905,905
1032,1032,1032,1032
1745,1745,1745,1745
749,749,749,749
6,6,6,6
1670,1670,1670,1670
606,606,606,606
1701,1701,1701,1701
938,938,938,938
883,883,883,883
1689,1689,1689,1689
2,2,2,2
801,801,801,801
848,848,848,848
2,2,2,2
1401,1401,1401,1401
868,868,868,868
1576,1576,1576,1576
1606,1606,1606,1606
968,968,968,968
1019,1019,1019,1019
4,4,4,4
17107,17107,17107,17107
858,858,858,858
1641,1641,1641,1641
1692,1692,1692,1692
2,2,2,2
9,9,9,9
1486,1486,1486,1486
5,5,5,5
888,888,888,888
908,908,908,908
1025,1025,1025,1025
1425,1425,1425,1425
1258,1258,1258,1258
1338,1338,1338,1338
1623,1623,1623,1623
1762,1762,1762,1762
1865,1865,1865,1865
1784,1784,1784,1784
1691,1691,1691,1691
1689,1689,1689,1689
9,9,9,9
1651,1651,1651,1651
8,8,8,8
945,945,945,945
6,6,6,6
2365,2365,2365,2365
2,2,2,2
1691,1691,1691,1691
6,6,6,6
1750,1750,1750,1750
2107,2107,2107,2107
1691,1691,1691,1691
1537,1537,1537,1537
0,0,0,0
633,633,633,633
975,975,975,975
867,867,867,867
1926,1926,1926,1926
1724,1724,1724,1724
1758,1758,1758,1758
1719,1719,1719,1719
1704,1704,1704,1704
1662,1662,1662,1662
1760,1760,1760,1760
1452,1452,1452,1452
703,703,703,703
778,778,778,778
1557,1557,1557,1557
1833,1833,1833,1833
1769,1769,1769,1769
1335,1335,1335,1335
1783,1783,1783,1783
1901,1901,1901,1901
1822,1822,1822,1822
1745,1745,1745,1745
1927,1927,1927,1927
1767,1767,1767,1767
136,136,136,136
1732,1732,1732,1732
1762,1762,1762,1762
2109,2109,2109,2109
1688,1688,1688,1688
1573,1573,1573,1573
1724,1724,1724,1724
954,954,954,954
1373,1373,1373,1373
1724,1724,1724,1724
1592,1592,1592,1592
353,353,353,353
1905,1905,1905,1905
1349,1349,1349,1349
1101,1101,1101,1101
1844,1844,1844,1844
1348,1348,1348,1348
1824,1824,1824,1824
1846,1846,1846,1846
1717,1717,1717,1717
2198,2198,2198,2198
1822,1822,1822,1822
1883,1883,1883,1883
1702,1702,1702,1702
94939,94939,94939,94939
1744,1744,1744,1744
1703,1703,1703,1703
1793,1793,1793,1793
1704,1704,1704,1704
1701,1701,1701,1701
1689,1689,1689,1689
1708,1708,1708,1708
1887,1887,1887,1887
326,326,326,326
1671,1671,1671,1671
947,947,947,947
1599,1599,1599,1599
1716,1716,1716,1716
1725,1725,1725,1725
1706,1706,1706,1706
1632,1632,1632,1632
1607,1607,1607,1607
1743,1743,1743,1743
1685,1685,1685,1685
1197,1197,1197,1197
1165,1165,1165,1165
1356,1356,1356,1356
1245,1245,1245,1245
1766,1766,1766,1766
639,639,639,639
754,754,754,754
725,725,725,725
447,447,447,447
925,925,925,925
1188,1188,1188,1188
1614,1614,1614,1614
814,814,814,814
1137,1137,1137,1137
1152,1152,1152,1152
1613,1613,1613,1613
1191,1191,1191,1191
726,726,726,726
1539,1539,1539,1539
1766,1766,1766,1766
935,935,935,935
1694,1694,1694,1694
666,666,666,666
1624,1624,1624,1624
1654,1654,1654,1654
1705,1705,1705,1705
1713,1713,1713,1713
2,2,2,2
1799,1799,1799,1799
1699,1699,1699,1699
901,901,901,901
1727,1727,1727,1727
1962,1962,1962,1962
2554,2554,2554,2554
1005,1005,1005,1005
1175,1175,1175,1175
1922,1922,1922,1922
124,124,124,124
475,475,475,475
1803,1803,1803,1803
607,607,607,607
1726,1726,1726,1726
919,919,919,919
5,5,5,5
2,2,2,2
2,2,2,2
1220,1220,1220,1220
583,583,583,583
1735,1735,1735,1735
1409,1409,1409,1409
1765,1765,1765,1765
1739,1739,1739,1739
1755,1755,1755,1755
1728,1728,1728,1728
1768,1768,1768,1768
814,814,814,814
1188,1188,1188,1188
1724,1724,1724,1724
779,779,779,779
2562,2562,2562,2562
1691,1691,1691,1691
773,773,773,773
1710,1710,1710,1710
185,185,185,185
1790,1790,1790,1790
825,825,825,825
871,871,871,871
1588,1588,1588,1588
1563,1563,1563,1563
1823,1823,1823,1823
1851,1851,1851,1851
1542,1542,1542,1542
1671,1671,1671,1671
1507,1507,1507,1507
1068,1068,1068,1068
1305,1305,1305,1305
1257,1257,1257,1257
1383,1383,1383,1383
1498,1498,1498,1498
1748,1748,1748,1748
397,397,397,397
1165,1165,1165,1165
1688,1688,1688,1688
394,394,394,394
1547,1547,1547,1547
1747,1747,1747,1747
814,814,814,814
1697,1697,1697,1697
1805,1805,1805,1805
1794,1794,1794,1794
501,501,501,501
1789,1789,1789,1789
1372,1372,1372,1372
1730,1730,1730,1730
1969,1969,1969,1969
1702,1702,1702,1702
1711,1711,1711,1711
1695,1695,1695,1695
1458,1458,1458,1458
1853,1853,1853,1853
2040,2040,2040,2040
1780,1780,1780,1780
1660,1660,1660,1660
1523,1523,1523,1523
1066,1066,1066,1066
1740,1740,1740,1740
1587,1587,1587,1587
1542,1542,1542,1542
817,817,817,817
3011,3011,3011,3011
1701,1701,1701,1701
875,875,875,875
1303,1303,1303,1303
1753,1753,1753,1753
1472,1472,1472,1472
1647,1647,1647,1647
1521,1521,1521,1521
1630,1630,1630,1630
1709,1709,1709,1709
1820,1820,1820,1820
1405,1405,1405,1405
1787,1787,1787,1787
819,819,819,819
125,125,125,125
38,38,38,38
2,2,2,2
598,598,598,598
662,662,662,662
893,893,893,893
338,338,338,338
622,622,622,622
1787,1787,1787,1787
1178,1178,1178,1178
656,656,656,656
516,516,516,516
1751,1751,1751,1751
1165,1165,1165,1165
2478,2478,2478,2478
1823,1823,1823,1823
1624,1624,1624,1624
1,1,1,1
88055,88055,88055,88055
1738,1738,1738,1738
1709,1709,1709,1709
1074,1074,1074,1074
9,9,9,9
75,75,75,75
344,344,344,344
1387,1387,1387,1387
1690,1690,1690,1690
1693,1693,1693,1693
1185,1185,1185,1185
902,902,902,902
1700,1700,1700,1700
1702,1702,1702,1702
851,851,851,851
848,848,848,848
934,934,934,934
1768,1768,1768,1768
875,875,875,875
361,361,361,361
1635,1635,1635,1635
246,246,246,246
320,320,320,320
1173,1173,1173,1173
1053,1053,1053,1053
368,368,368,368
895,895,895,895
1777,1777,1777,1777
1626,1626,1626,1626
1705,1705,1705,1705
836,836,836,836
547,547,547,547
1692,1692,1692,1692
612,612,612,612
532,532,532,532
1710,1710,1710,1710
6952,6952,6952,6952
5720,5720,5720,5720
350,350,350,350
1452,1452,1452,1452
1019,1019,1019,1019
1501,1501,1501,1501
308,308,308,308
1102,1102,1102,1102
937,937,937,937
1586,1586,1586,1586
1697,1697,1697,1697
1498,1498,1498,1498
3751,3751,3751,3751
2453,2453,2453,2453
676,676,676,676
1606,1606,1606,1606
1919,1919,1919,1919
1804,1804,1804,1804
864,864,864,864
1135,1135,1135,1135
2893,2893,2893,2893
825,825,825,825
1137,1137,1137,1137
1550,1550,1550,1550
728,728,728,728
565,565,565,565
1017,1017,1017,1017
601,601,601,601
551,551,551,551
606,606,606,606
5698,5698,5698,5698
1548,1548,1548,1548
882,882,882,882
1020,1020,1020,1020
867,867,867,867
1712,1712,1712,1712
877,877,877,877
1785,1785,1785,1785
1377,1377,1377,1377
2,2,2,2
24,24,24,24
1216,1216,1216,1216
1156,1156,1156,1156
1861,1861,1861,1861
1737,1737,1737,1737
604,604,604,604
3247,3247,3247,3247
1954,1954,1954,1954
1482,1482,1482,1482
4453,4453,4453,4453
1397,1397,1397,1397
1738,1738,1738,1738
2686,2686,2686,2686
1699,1699,1699,1699
1353,1353,1353,1353
3263,3263,3263,3263
2492,2492,2492,2492
5723,5723,5723,5723
2023,2023,2023,2023
1081,1081,1081,1081
1013,1013,1013,1013
1766,1766,1766,1766
1305,1305,1305,1305
978,978,978,978
2243,2243,2243,2243
626,626,626,626
766,766,766,766
291,291,291,291
5781,5781,5781,5781
1751,1751,1751,1751
3412,3412,3412,3412
1771,1771,1771,1771
9438,9438,9438,9438
4375,4375,4375,4375
295,295,295,295
1929,1929,1929,1929
6729,6729,6729,6729
2112,2112,2112,2112
392,392,392,392
1664,1664,1664,1664
1027,1027,1027,1027
881,881,881,881
1751,1751,1751,1751
1132,1132,1132,1132
1067,1067,1067,1067
3032,3032,3032,3032
1090,1090,1090,1090
266,266,266,266
3734,3734,3734,3734
583,583,583,583
1600,1600,1600,1600
1731,1731,1731,1731
1061,1061,1061,1061
22,22,22,22
949,949,949,949
1355,1355,1355,1355
1757,1757,1757,1757
863,863,863,863
441,441,441,441
1274,1274,1274,1274
661,661,661,661
360,360,360,360
1783,1783,1783,1783
1788,1788,1788,1788
468,468,468,468
1730,1730,1730,1730
546,546,546,546
282,282,282,282
1244,1244,1244,1244
1230,1230,1230,1230
3036,3036,3036,3036
10490,10490,10490,10490
1997,1997,1997,1997
1137,1137,1137,1137
1555,1555,1555,1555
952,952,952,952
669,669,669,669
765,765,765,765
4328,4328,4328,4328
1000,1000,1000,1000
1435,1435,1435,1435
1290,1290,1290,1290
1701,1701,1701,1701
2298,2298,2298,2298
1248,1248,1248,1248
1736,1736,1736,1736
1606,1606,1606,1606
1406,1406,1406,1406
1766,1766,1766,1766
1700,1700,1700,1700
649,649,649,649
55,55,55,55
746,746,746,746
1533,1533,1533,1533
991,991,991,991
869,869,869,869
1073,1073,1073,1073
1709,1709,1709,1709
1533,1533,1533,1533
830,830,830,830
1737,1737,1737,1737
1581,1581,1581,1581
2108,2108,2108,2108
863,863,863,863
4611,4611,4611,4611
496,496,496,496
1606,1606,1606,1606
1635,1635,1635,1635
1685,1685,1685,1685
1535,1535,1535,1535
824,824,824,824
1705,1705,1705,1705
1096,1096,1096,1096
827,827,827,827
1748,1748,1748,1748
1703,1703,1703,1703
1028,1028,1028,1028
1792,1792,1792,1792
4401,4401,4401,4401
1482,1482,1482,1482
930,930,930,930
549,549,549,549
1766,1766,1766,1766
566,566,566,566
1220,1220,1220,1220
1071,1071,1071,1071
1742,1742,1742,1742
3591,3591,3591,3591
1657,1657,1657,1657
650,650,650,650
602,602,602,602
817,817,817,817
1576,1576,1576,1576
759,759,759,759
7785,7785,7785,7785
1099,1099,1099,1099
1202,1202,1202,1202
1710,1710,1710,1710
2397,2397,2397,2397
958,958,958,958
811,811,811,811
1765,1765,1765,1765
1660,1660,1660,1660
638,638,638,638
1630,1630,1630,1630
1480,1480,1480,1480
1190,1190,1190,1190
1208,1208,1208,1208
951,951,951,951
823,823,823,823
1647,1647,1647,1647
1567,1567,1567,1567
17,17,17,17
780,780,780,780
1746,1746,1746,1746
708,708,708,708
39,39,39,39
1020,1020,1020,1020
792,792,792,792
41,41,41,41
909,909,909,909
821,821,821,821
768,768,768,768
1759,1759,1759,1759
1549,1549,1549,1549
821,821,821,821
1539,1539,1539,1539
1728,1728,1728,1728
0,0,0,0
1317,1317,1317,1317
1135,1135,1135,1135
1131,1131,1131,1131
2165,2165,2165,2165
1335,1335,1335,1335
1597,1597,1597,1597
1701,1701,1701,1701
1420,1420,1420,1420
1309,1309,1309,1309
1256,1256,1256,1256
506,506,506,506
733,733,733,733
571,571,571,571
21366,21366,21366,21366
1378,1378,1378,1378
864,864,864,864
4468,4468,4468,4468
1567,1567,1567,1567
4877,4877,4877,4877
1782,1782,1782,1782
874,874,874,874
1643,1643,1643,1643
1746,1746,1746,1746
1215,1215,1215,1215
3271,3271,3271,3271
1446,1446,1446,1446
1790,1790,1790,1790
1536,1536,1536,1536
1786,1786,1786,1786
1705,1705,1705,1705
799,799,799,799
1793,1793,1793,1793
3470,3470,3470,3470
922,922,922,922
1477,1477,1477,1477
836,836,836,836
684,684,684,684
1047,1047,1047,1047
1608,1608,1608,1608
1045,1045,1045,1045
1683,1683,1683,1683
322,322,322,322
1659,1659,1659,1659
836,836,836,836
537,537,537,537
433,433,433,433
1131,1131,1131,1131
1889,1889,1889,1889
550,550,550,550
851,851,851,851
859,859,859,859
829,829,829,829
500,500,500,500
3,3,3,3
965,965,965,965
265,265,265,265
366,366,366,366
65,65,65,65
1065,1065,1065,1065
149,149,149,149
1783,1783,1783,1783
1731,1731,1731,1731
1644,1644,1644,1644
505,505,505,505
1711,1711,1711,1711
1718,1718,1718,1718
5674,5674,5674,5674
507,507,507,507
1686,1686,1686,1686
960,960,960,960
748,748,748,748
1730,1730,1730,1730
357,357,357,357
20249,20249,20249,20249
1682,1682,1682,1682
1667,1667,1667,1667
5713,5713,5713,5713
4182,4182,4182,4182
539,539,539,539
1739,1739,1739,1739
1654,1654,1654,1654
5027,5027,5027,5027
870,870,870,870
723,723,723,723
1673,1673,1673,1673
1736,1736,1736,1736
1615,1615,1615,1615
1709,1709,1709,1709
3,3,3,3
2471,2471,2471,2471
1680,1680,1680,1680
713,713,713,713
4431,4431,4431,4431
366,366,366,366
1502,1502,1502,1502
1714,1714,1714,1714
1300,1300,1300,1300
1646,1646,1646,1646
1405,1405,1405,1405
355,355,355,355
1535,1535,1535,1535
1559,1559,1559,1559
35,35,35,35
1602,1602,1602,1602
384,384,384,384
345,345,345,345
1420,1420,1420,1420
535,535,535,535
697,697,697,697
737,737,737,737
206,206,206,206
1621,1621,1621,1621
1520,1520,1520,1520
4463,4463,4463,4463
1295,1295,1295,1295
1642,1642,1642,1642
1661,1661,1661,1661
484,484,484,484
1518,1518,1518,1518
1539,1539,1539,1539
925,925,925,925
409,409,409,409
1591,1591,1591,1591
125,125,125,125
1591,1591,1591,1591
2381,2381,2381,2381
278,278,278,278
611,611,611,611
313,313,313,313
456,456,456,456
1219,1219,1219,1219
589,589,589,589
1633,1633,1633,1633
1320,1320,1320,1320
1701,1701,1701,1701
598,598,598,598
1263,1263,1263,1263
433,433,433,433
6,6,6,6
1747,1747,1747,1747
4,4,4,4
5,5,5,5
1981,1981,1981,1981
94,94,94,94
1339,1339,1339,1339
204,204,204,204
1316,1316,1316,1316
462,462,462,462
1722,1722,1722,1722
843,843,843,843
1078,1078,1078,1078
1433,1433,1433,1433
1803,1803,1803,1803
1673,1673,1673,1673
1663,1663,1663,1663
1468,1468,1468,1468
1500,1500,1500,1500
1545,1545,1545,1545
1686,1686,1686,1686
1755,1755,1755,1755
1681,1681,1681,1681
1698,1698,1698,1698
702,702,702,702
1829,1829,1829,1829
1663,1663,1663,1663
692,692,692,692
6,6,6,6
1797,1797,1797,1797
1674,1674,1674,1674
824,824,824,824
1478,1478,1478,1478
1660,1660,1660,1660
1468,1468,1468,1468
1572,1572,1572,1572
1581,1581,1581,1581
774,774,774,774
1651,1651,1651,1651
1441,1441,1441,1441
1917,1917,1917,1917
1567,1567,1567,1567
567,567,567,567
2088,2088,2088,2088
1652,1652,1652,1652
1702,1702,1702,1702
1415,1415,1415,1415
1117,1117,1117,1117
1696,1696,1696,1696
1704,1704,1704,1704
1716,1716,1716,1716
1481,1481,1481,1481
1724,1724,1724,1724
897,897,897,897
1707,1707,1707,1707
1620,1620,1620,1620
1668,1668,1668,1668
1658,1658,1658,1658
1698,1698,1698,1698
1690,1690,1690,1690
1620,1620,1620,1620
1772,1772,1772,1772
1349,1349,1349,1349
1669,1669,1669,1669
682,682,682,682
1426,1426,1426,1426
1657,1657,1657,1657
1710,1710,1710,1710
1728,1728,1728,1728
1652,1652,1652,1652
1721,1721,1721,1721
1791,1791,1791,1791
1754,1754,1754,1754
1731,1731,1731,1731
2487,2487,2487,2487
819,819,819,819
891,891,891,891
1316,1316,1316,1316
1573,1573,1573,1573
1182,1182,1182,1182
1413,1413,1413,1413
3334,3334,3334,3334
887,887,887,887
1560,1560,1560,1560
1309,1309,1309,1309
847,847,847,847
1979,1979,1979,1979
14,14,14,14
1146,1146,1146,1146
955,955,955,955
1934,1934,1934,1934
1823,1823,1823,1823
1714,1714,1714,1714
1090,1090,1090,1090
1572,1572,1572,1572
1782,1782,1782,1782
1886,1886,1886,1886
1679,1679,1679,1679
2,2,2,2
608,608,608,608
1720,1720,1720,1720
4128,4128,4128,4128
255,255,255,255
339,339,339,339
933,933,933,933
842,842,842,842
600,600,600,600
1101,1101,1101,1101
1147,1147,1147,1147
19,19,19,19
1687,1687,1687,1687
1716,1716,1716,1716
613,613,613,613
1258,1258,1258,1258
3570,3570,3570,3570
4121,4121,4121,4121
2073,2073,2073,2073
1580,1580,1580,1580
1842,1842,1842,1842
2121,2121,2121,2121
9,9,9,9
1922,1922,1922,1922
1976,1976,1976,1976
1451,1451,1451,1451
2,2,2,2
5,5,5,5
450,450,450,450
628,628,628,628
4234,4234,4234,4234
4992,4992,4992,4992
1304,1304,1304,1304
1694,1694,1694,1694
583,583,583,583
8795,8795,8795,8795
1624,1624,1624,1624
2918,2918,2918,2918
423,423,423,423
5576,5576,5576,5576
2664,2664,2664,2664
5429,5429,5429,5429
1735,1735,1735,1735
2042,2042,2042,2042
3102,3102,3102,3102
1780,1780,1780,1780
522,522,522,522
488,488,488,488
2730,2730,2730,2730
2142,2142,2142,2142
1657,1657,1657,1657
2668,2668,2668,2668
8668,8668,8668,8668
1742,1742,1742,1742
938,938,938,938
2189,2189,2189,2189
1484,1484,1484,1484
488,488,488,488
5964,5964,5964,5964
257,257,257,257
832,832,832,832
349,349,349,349
877,877,877,877
1542,1542,1542,1542
5618,5618,5618,5618
1689,1689,1689,1689
3692,3692,3692,3692
5637,5637,5637,5637
1751,1751,1751,1751
1415,1415,1415,1415
4751,4751,4751,4751
2435,2435,2435,2435
7932,7932,7932,7932
3700,3700,3700,3700
1384,1384,1384,1384
826,826,826,826
543,543,543,543
28,28,28,28
674,674,674,674
1010,1010,1010,1010
259,259,259,259
1195,1195,1195,1195
275,275,275,275
437,437,437,437
228,228,228,228
1318,1318,1318,1318
3355,3355,3355,3355
5928,5928,5928,5928
2016,2016,2016,2016
1569,1569,1569,1569
1671,1671,1671,1671
2325,2325,2325,2325
2285,2285,2285,2285
4534,4534,4534,4534
3629,3629,3629,3629
5800,5800,5800,5800
664,664,664,664
474,474,474,474
506,506,506,506
1615,1615,1615,1615
1751,1751,1751,1751
605,605,605,605
1020,1020,1020,1020
236,236,236,236
632,632,632,632
479,479,479,479
599,599,599,599
1331,1331,1331,1331
947,947,947,947
1651,1651,1651,1651
1089,1089,1089,1089
2439,2439,2439,2439
907,907,907,907
930,930,930,930
1079,1079,1079,1079
867,867,867,867
1146,1146,1146,1146
1586,1586,1586,1586
1726,1726,1726,1726
2883,2883,2883,2883
623,623,623,623
471,471,471,471
731,731,731,731
990,990,990,990
521,521,521,521
1663,1663,1663,1663
1749,1749,1749,1749
2790,2790,2790,2790
6693,6693,6693,6693
941,941,941,941
10142,10142,10142,10142
570,570,570,570
965,965,965,965
1759,1759,1759,1759
6413,6413,6413,6413
29,29,29,29
3518,3518,3518,3518
2249,2249,2249,2249
733,733,733,733
822,822,822,822
1027,1027,1027,1027
4351,4351,4351,4351
7349,7349,7349,7349
40,40,40,40
1422,1422,1422,1422
1702,1702,1702,1702
1142,1142,1142,1142
1672,1672,1672,1672
1103,1103,1103,1103
1651,1651,1651,1651
2141,2141,2141,2141
115,115,115,115
5546,5546,5546,5546
988,988,988,988
520,520,520,520
802,802,802,802
788,788,788,788
1735,1735,1735,1735
1686,1686,1686,1686
254,254,254,254
3029,3029,3029,3029
624,624,624,624
630,630,630,630
1107,1107,1107,1107
622,622,622,622
444,444,444,444
590,590,590,590
2106,2106,2106,2106
568,568,568,568
837,837,837,837
697,697,697,697
1335,1335,1335,1335
980,980,980,980
1453,1453,1453,1453
679,679,679,679
